EVENT,BOUT,DATE,OUTCOME,WEIGHTCLASS,METHOD,fighter1,fighter2,fighter1_win,f2_distance_landed_avg,f2_sig_str_landed_avg,f2_recent_avg_distance_landed,f1_sig_str_landed_peak,f1_recent_avg_sig_str_landed,f2_distance_landed_peak,f1_distance_landed_peak,f2_age_at_fight_valley,f2_recent_avg_sig_str_landed,f2_body_landed_peak,f1_distance_landed_avg,f2_sig_str_landed_dec_avg,f1_recent_avg_head_landed,f1_body_landed_avg,f1_sig_str_landed_avg,f1_age_at_fight_valley,f2_head_landed_avg,f1_head_landed_peak,f1_recent_avg_sig_str_per_min,f1_age_at_fight_peak,f2_sig_str_landed_peak,f1_recent_avg_distance_landed,f1_age_at_fight,f1_sig_str_per_min_peak,f2_body_landed_avg,f2_recent_avg_head_landed,f1_recent_avg_body_landed,ratio_HEIGHT,f1_distance_att,ratio_REACH
UFC - Ultimate Ultimate '95,David Abbott vs. Steve Jennum,1995-12-16,W/L,Open Weight Bout,Submission ,David Abbott,Steve Jennum,1.0,0.3333333333333333,6.333333333333333,0.3333333333333333,17.0,7.0,1.0,8.0,,6.333333333333333,0.0,2.0,9.716696679424814,6.666666666666667,0.4,8.4,30.21492128678987,6.333333333333333,16.0,0.6450746521169056,30.639288158795345,13.0,3.0,30.639288158795345,21.0,0.0,6.333333333333333,0.3333333333333333,,1,
UFC - Ultimate Ultimate '95,Marco Ruas vs. Keith Hackney,1995-12-16,W/L,Open Weight Bout,Submission ,Keith Hackney,Marco Ruas,1.0,7.5,11.25,10.0,34.0,4.333333333333333,27.0,6.0,34.62286105407255,14.666666666666666,2.0,2.5,12.666666666666668,1.3333333333333333,0.25,11.75,,4.0,29.0,1.3423597750412604,,33.0,1.3333333333333333,,17.142857142857142,0.5,5.0,0.3333333333333333,,4,
UFC - Ultimate Ultimate '95,Oleg Taktarov vs. Dave Beneteau,1995-12-16,W/L,Open Weight Bout,Submission ,Dave Beneteau,Oleg Taktarov,1.0,1.75,2.0,3.6666666666666665,12.0,5.0,8.0,0.0,,4.0,1.0,0.0,2.5545179674611447,4.666666666666667,0.0,5.8,,1.375,12.0,3.4998405103668264,,8.0,0.0,,34.285714285714285,0.125,2.3333333333333335,0.0,,2,
UFC - Ultimate Ultimate '95,Oleg Taktarov vs. Marco Ruas,1995-12-16,W/L,Open Weight Bout,Decision - Unanimous ,Marco Ruas,Oleg Taktarov,1.0,2.2222222222222223,2.4444444444444446,4.666666666666667,33.0,8.333333333333334,8.0,27.0,,4.666666666666667,1.0,8.8,2.17886702338997,3.0,0.4,11.8,34.62286105407255,1.4444444444444444,9.0,1.2468574507674304,34.893908281998634,8.0,5.666666666666667,34.893908281998634,2.6415094339622645,0.1111111111111111,2.0,0.6666666666666666,,52,
UFC 8: David vs Goliath,Don Frye vs. Gary Goodridge,1996-02-16,W/L,UFC 8 Tournament Title Bout,KO/TKO ,Don Frye,Gary Goodridge,1.0,0.0,2.0,0.0,12.0,12.0,0.0,2.0,30.080766598220396,2.0,1.0,2.0,,9.0,0.0,12.0,,1.0,9.0,5.3731343283582085,,2.0,2.0,,5.3731343283582085,1.0,1.0,0.0,,6,
UFC 8: David vs Goliath,Don Frye vs. Sam Adkins,1996-02-16,W/L,Open Weight Bout,TKO - Doctor's Stoppage ,Don Frye,Sam Adkins,1.0,0.0,0.0,0.0,12.0,8.5,0.0,2.0,,0.0,0.0,1.0,,7.0,0.0,8.5,,0.0,9.0,5.811567164179104,,0.0,1.0,,6.25,0.0,0.0,0.0,,3,
UFC 8: David vs Goliath,Don Frye vs. Thomas Ramirez,1996-02-16,W/L,Open Weight Bout,KO/TKO ,Don Frye,Thomas Ramirez,1.0,1.0,1.0,1.0,12.0,6.666666666666667,1.0,2.0,,1.0,0.0,1.3333333333333333,,5.666666666666667,0.0,6.666666666666667,,1.0,9.0,11.374378109452735,,1.0,1.3333333333333333,,22.5,0.0,1.0,0.0,,3,
UFC 8: David vs Goliath,Gary Goodridge vs. Jerry Bohlander,1996-02-16,W/L,Open Weight Bout,KO/TKO ,Gary Goodridge,Jerry Bohlander,1.0,0.0,1.0,0.0,3.0,2.5,0.0,0.0,22.00958247775496,1.0,0.0,0.0,,2.0,0.5,2.5,30.080766598220396,1.0,3.0,0.7196645172926907,30.080766598220396,1.0,0.0,30.080766598220396,0.8955223880597015,0.0,1.0,0.5,1.056338028169014,1,1.062755798090041
UFC 8: David vs Goliath,Gary Goodridge vs. Paul Herrera,1996-02-16,W/L,Open Weight Bout,KO/TKO ,Gary Goodridge,Paul Herrera,1.0,0.0,0.0,0.0,8.0,4.333333333333333,0.0,0.0,,0.0,0.0,0.0,,4.0,0.3333333333333333,4.333333333333333,30.080766598220396,0.0,8.0,12.787468652554102,30.080766598220396,0.0,0.0,30.080766598220396,36.92307692307692,0.0,0.0,0.3333333333333333,,0,
UFC 8: David vs Goliath,Jerry Bohlander vs. Scott Ferrozzo,1996-02-16,W/L,Open Weight Bout,Submission ,Jerry Bohlander,Scott Ferrozzo,1.0,1.0,9.0,1.0,7.0,4.0,1.0,4.0,30.809034907597535,9.0,2.0,2.0,,2.0,1.0,4.0,22.00958247775496,6.0,3.0,0.4773747725793259,22.00958247775496,9.0,2.0,22.00958247775496,0.7734806629834253,2.0,6.0,1.0,1.0,6,0.9708609271523179
UFC 8: David vs Goliath,Ken Shamrock vs. Kimo Leopoldo,1996-02-16,W/L,UFC Superfight Championship Bout,Submission ,Ken Shamrock,Kimo Leopoldo,1.0,0.5,5.0,0.5,29.0,10.333333333333334,1.0,8.0,26.677618069815196,5.0,2.0,1.6666666666666667,6.0,9.0,1.3333333333333333,8.833333333333334,30.576317590691307,3.0,26.0,0.2985074626865672,32.01368925393566,6.0,3.0,32.01368925393566,1.6608996539792389,1.5,3.0,1.0,0.9733333333333334,1,0.9278350515463918
UFC 8: David vs Goliath,Paul Varelans vs. Joe Moreira,1996-02-16,W/L,Open Weight Bout,Decision - Unanimous ,Joe Moreira,Paul Varelans,1.0,2.4285714285714284,5.0,2.3333333333333335,12.0,12.0,7.0,9.0,,4.0,2.0,9.0,4.255360772215852,5.0,2.0,12.0,,3.0,5.0,1.2,,10.0,9.0,,1.2,0.5714285714285714,2.3333333333333335,2.0,,17,
UFC 9: Motor City Madness,Cal Worsham vs. Zane Frazier,1996-05-17,W/L,Open Weight Bout,KO/TKO ,Cal Worsham,Zane Frazier,1.0,1.0,1.0,1.0,9.0,9.0,1.0,5.0,,1.0,1.0,3.0,,7.5,1.0,9.0,,0.0,9.0,5.746591286997006,,1.0,3.0,,8.709677419354838,1.0,0.0,1.0,,3,
UFC 9: Motor City Madness,Dan Severn vs. Ken Shamrock,1996-05-17,,,,Dan Severn,Ken Shamrock,,2.5714285714285716,10.142857142857142,5.333333333333333,57.0,13.333333333333334,8.0,9.0,30.576317590691307,15.666666666666666,9.0,1.5454545454545454,8.901332146211326,10.333333333333334,1.9090909090909092,10.545454545454545,36.52292950034223,6.714285714285714,36.0,0.0,37.94113620807666,29.0,5.333333333333333,37.94113620807666,3.1666666666666665,2.4285714285714284,11.666666666666666,1.6666666666666667,1.0136986301369864,62,1.0694444444444444
UFC 9: Motor City Madness,Don Frye vs. Amaury Bitetti,1996-05-17,W/L,Open Weight Bout,KO/TKO ,Amaury Bitetti,Don Frye,1.0,1.25,16.5,1.0,2.0,2.0,2.0,2.0,,18.0,19.0,2.0,6.666666666666667,1.0,0.0,2.0,27.091033538672143,11.0,1.0,0.21052631578947367,27.091033538672143,46.0,2.0,27.091033538672143,0.21052631578947367,4.75,11.666666666666666,0.0,,2,
UFC 9: Motor City Madness,Mark Hall vs. Koji Kitao,1996-05-17,W/L,Open Weight Bout,TKO - Doctor's Stoppage ,Koji Kitao,Mark Hall,1.0,1.3333333333333333,2.0,1.3333333333333333,1.0,1.0,2.0,0.0,,2.0,0.0,0.0,1.5,1.0,0.0,1.0,,1.3333333333333333,1.0,1.2765957446808511,,3.0,0.0,,1.2765957446808511,0.0,1.3333333333333333,0.0,,1,
UFC 9: Motor City Madness,Mark Schultz vs. Gary Goodridge,1996-05-17,W/L,Open Weight Bout,TKO - Doctor's Stoppage ,Gary Goodridge,Mark Schultz,1.0,1.0,8.0,1.0,8.0,4.0,1.0,1.0,,8.0,1.0,0.25,,3.6666666666666665,0.25,3.5,30.080766598220396,7.0,8.0,12.516738967645312,30.32991101984942,8.0,0.3333333333333333,30.32991101984942,36.92307692307692,1.0,7.0,0.0,,4,
UFC 9: Motor City Madness,Rafael Carino vs. Matt Andersen,1996-05-17,W/L,Open Weight Bout,KO/TKO ,Matt Andersen,Rafael Carino,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,,0.0,0.0,0.0,,8.0,0.0,0.0,,8.0,0.0,,0.0,0.0,8.0,0.0,,0,
UFC 9: Motor City Madness,Steve Nelmark vs. Tai Bowden,1996-05-17,W/L,Open Weight Bout,TKO - Doctor's Stoppage ,Steve Nelmark,Tai Bowden,1.0,2.0,4.0,2.0,13.0,13.0,2.0,1.0,,4.0,0.0,1.0,,12.0,1.0,13.0,,2.0,12.0,1.7528089887640448,,4.0,1.0,,1.7528089887640448,0.0,2.0,1.0,,2,
UFC 10: The Tournament,Brian Johnston vs. Scott Fiedler,1996-07-12,W/L,Open Weight Bout,KO/TKO ,Brian Johnston,Scott Fiedler,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,,3.0,0.0,0.0,,2.0,0.0,2.0,27.956194387405887,2.0,2.0,0.8275862068965518,27.956194387405887,3.0,0.0,27.956194387405887,0.8275862068965518,0.0,2.0,0.0,,0,
UFC 10: The Tournament,Don Frye vs. Brian Johnston,1996-07-12,W/L,Open Weight Bout,KO/TKO ,Brian Johnston,Don Frye,1.0,1.2,15.4,1.3333333333333333,11.0,6.5,2.0,0.0,,20.0,19.0,0.0,17.37324733955462,3.5,2.0,6.5,27.956194387405887,9.6,5.0,1.605128843520478,27.956194387405887,46.0,0.0,27.956194387405887,2.382671480144404,5.2,11.333333333333334,2.0,,6,
UFC 10: The Tournament,Don Frye vs. Mark Hall,1996-07-12,W/L,Open Weight Bout,KO/TKO ,Don Frye,Mark Hall,1.0,1.25,2.0,1.6666666666666667,46.0,28.0,2.0,2.0,,2.3333333333333335,1.0,1.0,2.1112434798788953,13.0,7.5,17.333333333333332,,1.25,27.0,3.277824131825404,,3.0,0.6666666666666666,,22.5,0.25,1.3333333333333333,15.0,,0,
UFC 10: The Tournament,Gary Goodridge vs. John Campetella,1996-07-12,W/L,Open Weight Bout,KO/TKO ,Gary Goodridge,John Campetella,1.0,0.0,5.0,0.0,8.0,4.666666666666667,0.0,2.0,,5.0,1.0,0.6,,4.333333333333333,0.2,3.8,30.080766598220396,3.0,8.0,13.47183372183372,30.483230663928815,5.0,1.0,30.483230663928815,36.92307692307692,1.0,3.0,0.0,,3,
UFC 10: The Tournament,Geza Kalman vs. Dieusel Berto,1996-07-12,W/L,Open Weight Bout,KO/TKO ,Dieusel Berto,Geza Kalman,1.0,0.0,21.0,0.0,3.0,3.0,0.0,0.0,,21.0,7.0,0.0,,3.0,0.0,3.0,,9.0,3.0,0.5042016806722689,,21.0,0.0,,0.5042016806722689,7.0,9.0,0.0,,1,
UFC 10: The Tournament,Mark Coleman vs. Don Frye,1996-07-12,W/L,UFC 10 Tournament Title Bout,KO/TKO ,Don Frye,Mark Coleman,1.0,2.0,34.0,2.0,46.0,13.0,2.0,2.0,31.55920602327173,34.0,4.0,1.0,,4.333333333333333,6.428571428571429,15.0,,30.0,27.0,1.6926074879101403,,34.0,0.6666666666666666,,22.5,4.0,30.0,8.666666666666666,,6,
UFC 10: The Tournament,Mark Coleman vs. Gary Goodridge,1996-07-12,W/L,Open Weight Bout,Submission ,Gary Goodridge,Mark Coleman,1.0,2.0,33.5,2.0,8.0,3.0,2.0,2.0,31.55920602327173,33.5,4.0,0.5,34.0,2.0,0.3333333333333333,3.6666666666666665,30.080766598220396,31.5,8.0,1.306998556998557,30.483230663928815,34.0,1.0,30.483230663928815,36.92307692307692,2.0,31.5,0.3333333333333333,1.0273972602739727,3,1.0386666666666668
UFC 10: The Tournament,Mark Coleman vs. Moti Horenstein,1996-07-12,W/L,Open Weight Bout,KO/TKO ,Mark Coleman,Moti Horenstein,1.0,0.0,0.0,0.0,34.0,30.666666666666668,0.0,2.0,32.303901437371664,0.0,0.0,1.3333333333333333,,27.666666666666668,3.0,30.666666666666668,31.55920602327173,0.0,33.0,5.618740323342434,31.55920602327173,0.0,1.3333333333333333,31.55920602327173,9.202453987730062,0.0,0.0,3.0,0.9605263157894737,0,0.9566326530612245
UFC 11: The Proving Ground,Brian Johnston vs. Reza Nasri,1996-09-20,W/L,Open Weight Bout,KO/TKO ,Brian Johnston,Reza Nasri,1.0,0.0,0.0,0.0,11.0,6.333333333333333,0.0,0.0,,0.0,0.0,0.0,,4.0,1.6666666666666667,6.333333333333333,27.956194387405887,0.0,5.0,5.355800181394604,28.147843942505133,0.0,0.0,28.147843942505133,12.857142857142858,0.0,0.0,1.6666666666666667,,0,
UFC 11: The Proving Ground,David Abbott vs. Sam Adkins,1996-09-20,W/L,Open Weight Bout,Submission ,David Abbott,Sam Adkins,1.0,0.0,0.0,0.0,17.0,4.0,0.0,8.0,,0.0,0.0,1.6666666666666667,0.0,3.0,0.8333333333333334,8.333333333333334,30.21492128678987,0.0,16.0,1.5956670956670955,31.4031485284052,0.0,0.3333333333333333,31.4031485284052,21.0,0.0,0.0,1.0,,0,
UFC 11: The Proving Ground,Jerry Bohlander vs. Fabio Gurgel,1996-09-20,W/L,Open Weight Bout,Decision - Unanimous ,Fabio Gurgel,Jerry Bohlander,1.0,1.6666666666666667,8.666666666666666,1.6666666666666667,2.0,2.0,4.0,1.0,22.00958247775496,8.666666666666666,5.0,1.0,4.0,1.0,1.0,2.0,,4.333333333333333,1.0,0.13333333333333333,,18.0,1.0,,0.13333333333333333,2.3333333333333335,4.333333333333333,1.0,,2,
UFC 11: The Proving Ground,Mark Coleman vs. Brian Johnston,1996-09-20,W/L,Open Weight Bout,KO/TKO ,Brian Johnston,Mark Coleman,1.0,1.0,25.25,0.6666666666666666,11.0,6.666666666666667,2.0,3.0,31.55920602327173,22.333333333333332,5.0,0.75,30.666666666666664,3.3333333333333335,1.25,5.5,27.956194387405887,23.0,5.0,5.5085095410005165,28.147843942505133,34.0,1.0,28.147843942505133,12.857142857142858,2.25,20.666666666666668,1.6666666666666667,1.0273972602739727,5,1.0333333333333334
UFC 11: The Proving Ground,Mark Coleman vs. Julian Sanchez,1996-09-20,W/L,Open Weight Bout,Submission ,Julian Sanchez,Mark Coleman,1.0,1.0,21.6,0.3333333333333333,0.0,0.0,2.0,0.0,31.55920602327173,13.666666666666666,5.0,0.0,24.882321132679046,0.0,0.0,0.0,,19.8,0.0,0.0,,34.0,0.0,,0.0,1.8,12.0,0.0,,0,
UFC 11: The Proving Ground,Scott Ferrozzo vs. David Abbott,1996-09-20,,,,David Abbott,Scott Ferrozzo,,9.0,34.5,9.0,21.0,10.0,17.0,15.0,30.809034907597535,34.5,34.0,3.5714285714285716,9.0,8.666666666666666,0.8571428571428571,10.142857142857142,30.21492128678987,11.5,20.0,1.54011154011154,31.4031485284052,60.0,5.333333333333333,31.4031485284052,21.0,18.0,11.5,1.3333333333333333,1.0140845070422535,39,0.9986754966887418
UFC - Ultimate Ultimate '96,David Abbott vs. Cal Worsham,1996-12-07,W/L,Open Weight Bout,KO/TKO ,Cal Worsham,David Abbott,1.0,3.25,9.375,5.333333333333333,9.0,7.666666666666667,15.0,5.0,30.21492128678987,11.0,3.0,2.3333333333333335,10.462933275477207,6.333333333333333,1.0,7.666666666666667,,8.625,9.0,4.415856179635431,,21.0,2.3333333333333335,,8.709677419354838,0.75,9.666666666666666,1.0,,3,
UFC - Ultimate Ultimate '96,David Abbott vs. Steve Nelmark,1996-12-07,W/L,Open Weight Bout,KO/TKO ,David Abbott,Steve Nelmark,1.0,1.0,7.5,1.0,21.0,11.333333333333334,1.0,15.0,,7.5,1.0,3.0,13.0,11.0,0.6666666666666666,9.333333333333334,30.21492128678987,6.5,20.0,3.3249791144527983,31.616700889801507,13.0,5.666666666666667,31.616700889801507,21.0,1.0,6.5,0.3333333333333333,,1,
UFC - Ultimate Ultimate '96,Don Frye vs. David Abbott,1996-12-07,W/L,Ultimate Ultimate '96 Tournament Title Bout,Submission ,David Abbott,Don Frye,1.0,1.5,13.875,2.0,21.0,8.666666666666666,5.0,15.0,,11.333333333333334,19.0,3.6,15.330462508522457,8.666666666666666,0.6,9.7,30.21492128678987,7.875,20.0,6.495710821769872,31.616700889801507,46.0,3.6666666666666665,31.616700889801507,21.0,5.625,5.0,0.0,,19,
UFC - Ultimate Ultimate '96,Don Frye vs. Gary Goodridge,1996-12-07,W/L,Open Weight Bout,Submission ,Don Frye,Gary Goodridge,1.0,0.7142857142857143,5.142857142857143,1.3333333333333333,46.0,7.666666666666667,2.0,5.0,30.080766598220396,7.333333333333333,3.0,1.5555555555555556,3.6377087660507095,5.666666666666667,5.666666666666667,14.11111111111111,,4.142857142857143,27.0,1.96351437397394,,14.0,2.6666666666666665,,22.5,0.7142857142857143,5.666666666666667,2.0,,9,
UFC - Ultimate Ultimate '96,Don Frye vs. Mark Hall,1996-12-07,W/L,Open Weight Bout,Submission ,Don Frye,Mark Hall,1.0,1.0,1.6,1.0,46.0,7.333333333333333,2.0,5.0,,1.6666666666666667,1.0,1.4,2.0773914252468444,5.333333333333333,5.1,12.7,,1.0,27.0,1.9346959301699054,,3.0,2.3333333333333335,,22.5,0.2,1.0,2.0,,0,
UFC - Ultimate Ultimate '96,Ken Shamrock vs. Brian Johnston,1996-12-07,W/L,Open Weight Bout,Submission ,Brian Johnston,Ken Shamrock,1.0,2.25,11.625,2.6666666666666665,11.0,3.3333333333333335,8.0,3.0,30.576317590691307,13.333333333333334,9.0,0.8,10.792449103020708,1.6666666666666667,1.0,4.6,27.956194387405887,8.5,5.0,4.7717569786535305,28.361396303901437,29.0,1.3333333333333333,28.361396303901437,12.857142857142858,2.25,10.0,0.3333333333333333,1.0273972602739727,3,1.0763888888888888
UFC - Ultimate Ultimate '96,Kimo Leopoldo vs. Paul Varelans,1996-12-07,W/L,Open Weight Bout,KO/TKO ,Kimo Leopoldo,Paul Varelans,1.0,2.125,7.0,2.3333333333333335,9.0,6.333333333333333,7.0,1.0,,10.333333333333334,2.0,0.3333333333333333,5.06069053335891,5.0,1.0,6.333333333333333,26.677618069815196,5.0,9.0,1.060068884886403,28.922655715263517,21.0,0.3333333333333333,28.922655715263517,1.2857142857142856,0.75,8.0,1.0,,0,
UFC 12: Judgement Day,Jerry Bohlander vs. Nick Sanzo,1997-02-07,W/L,Lightweight Bout,Submission ,Jerry Bohlander,Nick Sanzo,1.0,0.0,0.0,0.0,18.0,9.0,0.0,4.0,34.06160164271047,0.0,0.0,1.25,,4.666666666666667,1.75,7.0,22.00958247775496,0.0,9.0,1.6834679133021675,22.986995208761122,0.0,1.6666666666666667,22.986995208761122,3.0769230769230766,0.0,0.0,2.3333333333333335,1.0289855072463767,2,1.0280504908835906
UFC 12: Judgement Day,Jerry Bohlander vs. Rainy Martinez,1997-02-07,W/L,Lightweight Bout,Submission ,Jerry Bohlander,Rainy Martinez,1.0,0.0,0.0,0.0,18.0,6.666666666666667,0.0,4.0,,0.0,0.0,1.0,,3.6666666666666665,1.4,5.6,22.00958247775496,0.0,9.0,1.425641025641026,22.986995208761122,0.0,0.3333333333333333,22.986995208761122,3.0769230769230766,0.0,0.0,1.6666666666666667,0.9861111111111112,3,0.9878706199460916
UFC 12: Judgement Day,Mark Coleman vs. Dan Severn,1997-02-07,W/L,UFC Heavyweight Title Bout,Submission ,Dan Severn,Mark Coleman,1.0,1.1666666666666667,18.666666666666668,1.0,57.0,6.0,2.0,9.0,31.55920602327173,6.666666666666667,5.0,1.5833333333333333,21.11424425358025,5.0,1.75,9.833333333333334,36.52292950034223,17.166666666666668,36.0,0.22598870056497175,38.6694045174538,34.0,3.6666666666666665,38.6694045174538,3.1666666666666665,1.5,6.666666666666667,0.0,1.0136986301369864,4,1.0266666666666666
UFC 12: Judgement Day,Scott Ferrozzo vs. Jim Mullen,1997-02-07,W/L,Heavyweight Bout,KO/TKO ,Jim Mullen,Scott Ferrozzo,1.0,6.666666666666667,33.0,6.666666666666667,3.0,3.0,17.0,1.0,30.809034907597535,33.0,34.0,1.0,37.978548306822766,3.0,0.0,3.0,,15.333333333333334,3.0,0.37344398340248963,,60.0,1.0,,0.37344398340248963,14.0,15.333333333333334,0.0,1.028169014084507,3,0.9986754966887418
UFC 12: Judgement Day,Vitor Belfort vs. Scott Ferrozzo,1997-02-07,W/L,Heavyweight Bout,KO/TKO ,Scott Ferrozzo,Vitor Belfort,1.0,2.0,9.0,2.0,60.0,30.0,2.0,17.0,19.854893908281998,9.0,0.0,5.0,,13.333333333333334,10.5,24.75,30.809034907597535,9.0,23.0,1.2448132780082988,31.786447638603697,9.0,6.333333333333333,31.786447638603697,3.7344398340248963,0.0,9.0,13.333333333333334,0.9861111111111112,2,1.0202702702702702
UFC 12: Judgement Day,Vitor Belfort vs. Tra Telligman,1997-02-07,W/L,Heavyweight Bout,KO/TKO ,Tra Telligman,Vitor Belfort,1.0,2.0,13.0,2.0,1.0,1.0,2.0,0.0,19.854893908281998,13.0,0.0,0.0,9.0,0.0,1.0,1.0,32.0,13.0,0.0,0.7792207792207793,32.0,17.0,0.0,32.0,0.7792207792207793,0.0,13.0,1.0,1.0277777777777777,1,1.0364864864864864
UFC 12: Judgement Day,Yoshiki Takahashi vs. Wallid Ismail,1997-02-07,,,,Wallid Ismail,Yoshiki Takahashi,,9.0,20.0,9.0,1.0,1.0,9.0,1.0,,20.0,0.0,1.0,,1.0,0.0,1.0,,20.0,1.0,0.0,,20.0,1.0,,0.0,0.0,20.0,0.0,,17,
UFC 13: The Ultimate Force,Enson Inoue vs. Royce Alger,1997-05-30,W/L,Lightweight Bout,Submission ,Enson Inoue,Royce Alger,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,32.23271731690623,3.0,0.0,0.0,,0.0,0.0,0.0,30.12457221081451,3.0,0.0,0.0,30.12457221081451,3.0,0.0,30.12457221081451,0.0,0.0,3.0,0.0,1.0,0,1.0027624309392265
UFC 13: The Ultimate Force,Guy Mezger vs. Christophe Leninger,1997-05-30,,,,Christophe Leninger,Guy Mezger,,5.333333333333333,22.0,5.333333333333333,3.0,2.0,14.0,3.0,26.95687885010267,22.0,6.0,2.0,15.252443550334576,2.0,0.0,2.0,,16.0,3.0,0.10380622837370243,,35.0,2.0,,0.20761245674740486,2.6666666666666665,16.0,0.0,,10,
UFC 13: The Ultimate Force,Guy Mezger vs. Tito Ortiz,1997-05-30,W/L,UFC 13 Lightweight Tournament Title Bout,Submission ,Guy Mezger,Tito Ortiz,1.0,1.0,5.0,1.0,35.0,15.666666666666666,1.0,14.0,22.349075975359344,5.0,0.0,4.0,,10.333333333333334,2.0,16.5,26.95687885010267,5.0,21.0,1.9672131147540985,29.409993155373034,5.0,5.333333333333333,29.409993155373034,8.571428571428571,0.0,5.0,2.3333333333333335,0.9733333333333334,5,1.0162162162162163
UFC 13: The Ultimate Force,Jack Nilson vs. Saeed Hosseini,1997-05-30,W/L,Lightweight Bout,KO/TKO ,Jack Nilson,Saeed Hosseini,1.0,1.0,1.0,1.0,11.0,11.0,1.0,0.0,,1.0,0.0,0.0,,11.0,0.0,11.0,,0.0,11.0,7.951807228915663,,1.0,0.0,,7.951807228915663,0.0,0.0,0.0,,2,
UFC 13: The Ultimate Force,Randy Couture vs. Steven Graham,1997-05-30,W/L,UFC 13 Heavyweight Tournament Title Bout,KO/TKO ,Randy Couture,Steven Graham,1.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,,0.0,0.0,0.0,,15.0,1.0,16.0,33.93839835728953,0.0,15.0,4.974093264248705,33.93839835728953,0.0,0.0,33.93839835728953,4.974093264248705,0.0,0.0,1.0,1.0,0,0.9765625
UFC 13: The Ultimate Force,Randy Couture vs. Tony Halme,1997-05-30,W/L,Heavyweight Bout,Submission ,Randy Couture,Tony Halme,1.0,0.0,0.0,0.0,16.0,8.5,0.0,0.0,34.39561943874059,0.0,0.0,0.0,,8.0,0.5,8.5,33.93839835728953,0.0,15.0,3.022760917838638,33.93839835728953,0.0,0.0,33.93839835728953,4.974093264248705,0.0,0.0,0.5,0.9733333333333334,0,0.9517766497461929
UFC 13: The Ultimate Force,Steven Graham vs. Dmitri Stepanov,1997-05-30,W/L,Heavyweight Bout,Submission ,Dmitri Stepanov,Steven Graham,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.6666666666666666,,0.0,1.0,,0.6666666666666666,0.0,0.0,0.0,1.0273972602739727,1,1.0065104166666667
UFC 13: The Ultimate Force,Tito Ortiz vs. Wes Albritton,1997-05-30,W/L,Lightweight Bout,KO/TKO ,Tito Ortiz,Wes Albritton,1.0,0.0,0.0,0.0,21.0,13.0,0.0,1.0,,0.0,0.0,1.0,,12.5,0.5,13.0,22.349075975359344,0.0,20.0,21.57258064516129,22.349075975359344,0.0,1.0,22.349075975359344,40.64516129032258,0.0,0.0,0.5,1.0714285714285714,1,1.0249307479224377
UFC 13: The Ultimate Force,Vitor Belfort vs. David Abbott,1997-05-30,W/L,Heavyweight Bout,KO/TKO ,David Abbott,Vitor Belfort,1.0,1.6666666666666667,13.666666666666666,1.6666666666666667,21.0,8.0,2.0,15.0,19.854893908281998,13.666666666666666,2.0,3.272727272727273,13.000000000000002,7.333333333333333,0.7272727272727273,9.0,30.21492128678987,13.0,20.0,6.797105333690699,32.09308692676249,17.0,3.3333333333333335,32.09308692676249,21.0,0.6666666666666666,13.0,0.6666666666666666,1.0,2,1.018918918918919
UFC 14: Showdown,Alex Hunter vs. Sam Fulton,1997-07-27,W/L,Heavyweight Bout,Submission ,Alex Hunter,Sam Fulton,1.0,1.0,1.0,1.0,7.0,7.0,1.0,2.0,,1.0,1.0,2.0,,4.0,2.0,7.0,,0.0,4.0,2.8,,1.0,2.0,,2.8,1.0,0.0,2.0,,3,
UFC 14: Showdown,Dan Bobish vs. Brian Johnston,1997-07-27,W/L,Heavyweight Bout,Submission ,Brian Johnston,Dan Bobish,1.0,2.0,9.0,2.0,11.0,3.3333333333333335,2.0,4.0,27.498973305954827,9.0,0.0,1.3333333333333333,,2.0,0.8333333333333334,4.833333333333333,27.956194387405887,9.0,6.0,1.4091196160161676,28.996577686516083,9.0,2.6666666666666665,28.996577686516083,12.857142857142858,0.0,9.0,0.0,1.0135135135135136,7,0.9847522236340533
UFC 14: Showdown,Joe Moreira vs. Yuri Vaulin,1997-07-27,,,,Joe Moreira,Yuri Vaulin,,1.0,1.0,1.0,12.0,9.5,1.0,9.0,,1.0,0.0,4.5,,6.0,1.0,9.5,,1.0,7.0,0.6,,1.0,4.5,,1.2,0.0,1.0,1.0,,1,
UFC 14: Showdown,Kevin Jackson vs. Todd Butler,1997-07-27,W/L,Lightweight Bout,KO/TKO ,Kevin Jackson,Todd Butler,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,,1.0,0.0,0.0,,3.0,0.0,3.0,32.668035592060235,1.0,3.0,2.0689655172413794,32.668035592060235,1.0,0.0,32.668035592060235,2.0689655172413794,0.0,1.0,0.0,0.958904109589041,2,0.9627659574468086
