feature,timing
precomp_avg_clinch_strikes_attempts_differential,precomp
precomp_recent_avg_clinch_strikes_attempts_differential,precomp
precomp_avg_ground_strikes_landed_differential,precomp
precomp_recent_avg_ground_strikes_landed_differential,precomp
precomp_avg_ground_strikes_attempts_differential,precomp
precomp_recent_avg_ground_strikes_attempts_differential,precomp
precomp_avg_comp_time_differential,precomp
precomp_recent_avg_comp_time_differential,precomp
precomp_avg_title_fight_loss_differential,precomp
precomp_recent_avg_title_fight_loss_differential,precomp
precomp_avg_title_fight_losses_differential,precomp
precomp_recent_avg_title_fight_losses_differential,precomp
precomp_avg_sub_absorbed_differential,precomp
precomp_recent_avg_sub_absorbed_differential,precomp
precomp_avg_takedowns_absorbed_differential,precomp
precomp_recent_avg_takedowns_absorbed_differential,precomp
precomp_avg_sig_strikes_absorbed_differential,precomp
precomp_recent_avg_sig_strikes_absorbed_differential,precomp
precomp_avg_total_strikes_absorbed_differential,precomp
precomp_recent_avg_total_strikes_absorbed_differential,precomp
precomp_avg_head_strikes_absorbed_differential,precomp
precomp_recent_avg_head_strikes_absorbed_differential,precomp
precomp_avg_body_strikes_absorbed_differential,precomp
precomp_recent_avg_body_strikes_absorbed_differential,precomp
precomp_avg_leg_strikes_absorbed_differential,precomp
precomp_recent_avg_leg_strikes_absorbed_differential,precomp
precomp_avg_distance_strikes_absorbed_differential,precomp
precomp_recent_avg_distance_strikes_absorbed_differential,precomp
precomp_avg_clinch_strikes_absorbed_differential,precomp
precomp_recent_avg_clinch_strikes_absorbed_differential,precomp
precomp_avg_ground_strikes_absorbed_differential,precomp
precomp_recent_avg_ground_strikes_absorbed_differential,precomp
precomp_avg_total_sub_absorbed_differential,precomp
precomp_recent_avg_total_sub_absorbed_differential,precomp
precomp_avg_total_takedowns_absorbed_differential,precomp
precomp_recent_avg_total_takedowns_absorbed_differential,precomp
precomp_avg_total_sig_strikes_absorbed_differential,precomp
precomp_recent_avg_total_sig_strikes_absorbed_differential,precomp
precomp_avg_total_total_strikes_absorbed_differential,precomp
precomp_recent_avg_total_total_strikes_absorbed_differential,precomp
precomp_avg_total_head_strikes_absorbed_differential,precomp
precomp_recent_avg_total_head_strikes_absorbed_differential,precomp
precomp_avg_total_body_strikes_absorbed_differential,precomp
precomp_recent_avg_total_body_strikes_absorbed_differential,precomp
precomp_avg_total_leg_strikes_absorbed_differential,precomp
precomp_recent_avg_total_leg_strikes_absorbed_differential,precomp
precomp_avg_total_distance_strikes_absorbed_differential,precomp
precomp_recent_avg_total_distance_strikes_absorbed_differential,precomp
precomp_avg_total_clinch_strikes_absorbed_differential,precomp
precomp_recent_avg_total_clinch_strikes_absorbed_differential,precomp
precomp_avg_total_ground_strikes_absorbed_differential,precomp
precomp_recent_avg_total_ground_strikes_absorbed_differential,precomp
precomp_avg_sub_acc_differential,precomp
precomp_recent_avg_sub_acc_differential,precomp
precomp_avg_takedowns_acc_differential,precomp
precomp_recent_avg_takedowns_acc_differential,precomp
precomp_avg_sig_strikes_acc_differential,precomp
precomp_recent_avg_sig_strikes_acc_differential,precomp
precomp_avg_total_strikes_acc_differential,precomp
precomp_recent_avg_total_strikes_acc_differential,precomp
precomp_avg_head_strikes_acc_differential,precomp
precomp_recent_avg_head_strikes_acc_differential,precomp
precomp_avg_body_strikes_acc_differential,precomp
precomp_recent_avg_body_strikes_acc_differential,precomp
precomp_avg_leg_strikes_acc_differential,precomp
precomp_recent_avg_leg_strikes_acc_differential,precomp
precomp_avg_distance_strikes_acc_differential,precomp
precomp_recent_avg_distance_strikes_acc_differential,precomp
precomp_avg_clinch_strikes_acc_differential,precomp
precomp_recent_avg_clinch_strikes_acc_differential,precomp
precomp_avg_ground_strikes_acc_differential,precomp
precomp_recent_avg_ground_strikes_acc_differential,precomp
precomp_avg_sub_def_differential,precomp
precomp_recent_avg_sub_def_differential,precomp
precomp_avg_takedowns_def_differential,precomp
precomp_recent_avg_takedowns_def_differential,precomp
precomp_avg_sig_strikes_def_differential,precomp
precomp_recent_avg_sig_strikes_def_differential,precomp
precomp_avg_total_strikes_def_differential,precomp
precomp_recent_avg_total_strikes_def_differential,precomp
precomp_avg_head_strikes_def_differential,precomp
precomp_recent_avg_head_strikes_def_differential,precomp
precomp_avg_body_strikes_def_differential,precomp
precomp_recent_avg_body_strikes_def_differential,precomp
precomp_avg_leg_strikes_def_differential,precomp
precomp_recent_avg_leg_strikes_def_differential,precomp
precomp_avg_distance_strikes_def_differential,precomp
precomp_recent_avg_distance_strikes_def_differential,precomp
precomp_avg_clinch_strikes_def_differential,precomp
precomp_recent_avg_clinch_strikes_def_differential,precomp
precomp_avg_ground_strikes_def_differential,precomp
precomp_recent_avg_ground_strikes_def_differential,precomp
precomp_avg_sub_attempts_per_min_differential,precomp
precomp_recent_avg_sub_attempts_per_min_differential,precomp
precomp_avg_sub_landed_per_min_differential,precomp
precomp_recent_avg_sub_landed_per_min_differential,precomp
precomp_avg_takedowns_landed_per_min_differential,precomp
precomp_recent_avg_takedowns_landed_per_min_differential,precomp
precomp_avg_takedowns_attempts_per_min_differential,precomp
precomp_recent_avg_takedowns_attempts_per_min_differential,precomp
precomp_avg_sig_strikes_landed_per_min_differential,precomp
precomp_recent_avg_sig_strikes_landed_per_min_differential,precomp
precomp_avg_sig_strikes_attempts_per_min_differential,precomp
precomp_recent_avg_sig_strikes_attempts_per_min_differential,precomp
precomp_avg_total_strikes_landed_per_min_differential,precomp
precomp_recent_avg_total_strikes_landed_per_min_differential,precomp
precomp_avg_total_strikes_attempts_per_min_differential,precomp
precomp_recent_avg_total_strikes_attempts_per_min_differential,precomp
precomp_avg_head_strikes_landed_per_min_differential,precomp
precomp_recent_avg_head_strikes_landed_per_min_differential,precomp
precomp_avg_head_strikes_attempts_per_min_differential,precomp
precomp_recent_avg_head_strikes_attempts_per_min_differential,precomp
precomp_avg_body_strikes_landed_per_min_differential,precomp
precomp_recent_avg_body_strikes_landed_per_min_differential,precomp
precomp_avg_body_strikes_attempts_per_min_differential,precomp
precomp_recent_avg_body_strikes_attempts_per_min_differential,precomp
precomp_avg_leg_strikes_landed_per_min_differential,precomp
precomp_recent_avg_leg_strikes_landed_per_min_differential,precomp
precomp_avg_leg_strikes_attempts_per_min_differential,precomp
precomp_recent_avg_leg_strikes_attempts_per_min_differential,precomp
precomp_avg_distance_strikes_landed_per_min_differential,precomp
precomp_recent_avg_distance_strikes_landed_per_min_differential,precomp
precomp_avg_distance_strikes_attempts_per_min_differential,precomp
precomp_recent_avg_distance_strikes_attempts_per_min_differential,precomp
precomp_avg_clinch_strikes_landed_per_min_differential,precomp
precomp_recent_avg_clinch_strikes_landed_per_min_differential,precomp
precomp_avg_clinch_strikes_attempts_per_min_differential,precomp
precomp_recent_avg_clinch_strikes_attempts_per_min_differential,precomp
precomp_avg_ground_strikes_landed_per_min_differential,precomp
precomp_recent_avg_ground_strikes_landed_per_min_differential,precomp
precomp_avg_ground_strikes_attempts_per_min_differential,precomp
precomp_recent_avg_ground_strikes_attempts_per_min_differential,precomp
precomp_knockdowns_peak,precomp
precomp_knockdowns_valley,precomp
precomp_knockdowns_vs_peak,precomp
precomp_knockdowns_vs_valley,precomp
precomp_sub_attempts_peak,precomp
precomp_sub_attempts_valley,precomp
precomp_sub_attempts_vs_peak,precomp
precomp_sub_attempts_vs_valley,precomp
precomp_sub_landed_peak,precomp
precomp_sub_landed_valley,precomp
precomp_sub_landed_vs_peak,precomp
precomp_sub_landed_vs_valley,precomp
precomp_reversals_peak,precomp
precomp_reversals_valley,precomp
precomp_reversals_vs_peak,precomp
precomp_reversals_vs_valley,precomp
precomp_control_peak,precomp
precomp_control_valley,precomp
precomp_control_vs_peak,precomp
precomp_control_vs_valley,precomp
precomp_takedowns_landed_peak,precomp
precomp_takedowns_landed_valley,precomp
precomp_takedowns_landed_vs_peak,precomp
precomp_takedowns_landed_vs_valley,precomp
precomp_takedowns_attempts_peak,precomp
precomp_takedowns_attempts_valley,precomp
precomp_takedowns_attempts_vs_peak,precomp
precomp_takedowns_attempts_vs_valley,precomp
precomp_sig_strikes_landed_peak,precomp
precomp_sig_strikes_landed_valley,precomp
precomp_sig_strikes_landed_vs_peak,precomp
precomp_sig_strikes_landed_vs_valley,precomp
precomp_sig_strikes_attempts_peak,precomp
precomp_sig_strikes_attempts_valley,precomp
precomp_sig_strikes_attempts_vs_peak,precomp
precomp_sig_strikes_attempts_vs_valley,precomp
precomp_total_strikes_landed_peak,precomp
precomp_total_strikes_landed_valley,precomp
precomp_total_strikes_landed_vs_peak,precomp
precomp_total_strikes_landed_vs_valley,precomp
precomp_total_strikes_attempts_peak,precomp
precomp_total_strikes_attempts_valley,precomp
precomp_total_strikes_attempts_vs_peak,precomp
precomp_total_strikes_attempts_vs_valley,precomp
precomp_head_strikes_landed_peak,precomp
precomp_head_strikes_landed_valley,precomp
precomp_head_strikes_landed_vs_peak,precomp
precomp_head_strikes_landed_vs_valley,precomp
precomp_head_strikes_attempts_peak,precomp
precomp_head_strikes_attempts_valley,precomp
precomp_head_strikes_attempts_vs_peak,precomp
precomp_head_strikes_attempts_vs_valley,precomp
precomp_body_strikes_landed_peak,precomp
precomp_body_strikes_landed_valley,precomp
precomp_body_strikes_landed_vs_peak,precomp
precomp_body_strikes_landed_vs_valley,precomp
precomp_body_strikes_attempts_peak,precomp
precomp_body_strikes_attempts_valley,precomp
precomp_body_strikes_attempts_vs_peak,precomp
precomp_body_strikes_attempts_vs_valley,precomp
precomp_leg_strikes_landed_peak,precomp
precomp_leg_strikes_landed_valley,precomp
precomp_leg_strikes_landed_vs_peak,precomp
precomp_leg_strikes_landed_vs_valley,precomp
precomp_leg_strikes_attempts_peak,precomp
precomp_leg_strikes_attempts_valley,precomp
precomp_leg_strikes_attempts_vs_peak,precomp
precomp_leg_strikes_attempts_vs_valley,precomp
precomp_distance_strikes_landed_peak,precomp
precomp_distance_strikes_landed_valley,precomp
precomp_distance_strikes_landed_vs_peak,precomp
precomp_distance_strikes_landed_vs_valley,precomp
precomp_distance_strikes_attempts_peak,precomp
precomp_distance_strikes_attempts_valley,precomp
precomp_distance_strikes_attempts_vs_peak,precomp
precomp_distance_strikes_attempts_vs_valley,precomp
precomp_clinch_strikes_landed_peak,precomp
precomp_clinch_strikes_landed_valley,precomp
precomp_clinch_strikes_landed_vs_peak,precomp
precomp_clinch_strikes_landed_vs_valley,precomp
precomp_clinch_strikes_attempts_peak,precomp
precomp_clinch_strikes_attempts_valley,precomp
precomp_clinch_strikes_attempts_vs_peak,precomp
precomp_clinch_strikes_attempts_vs_valley,precomp
precomp_ground_strikes_landed_peak,precomp
precomp_ground_strikes_landed_valley,precomp
precomp_ground_strikes_landed_vs_peak,precomp
precomp_ground_strikes_landed_vs_valley,precomp
precomp_ground_strikes_attempts_peak,precomp
precomp_ground_strikes_attempts_valley,precomp
precomp_ground_strikes_attempts_vs_peak,precomp
precomp_ground_strikes_attempts_vs_valley,precomp
precomp_comp_time_peak,precomp
precomp_comp_time_valley,precomp
precomp_comp_time_vs_peak,precomp
precomp_comp_time_vs_valley,precomp
precomp_title_fight_loss_peak,precomp
precomp_title_fight_loss_valley,precomp
precomp_title_fight_loss_vs_peak,precomp
precomp_title_fight_loss_vs_valley,precomp
precomp_title_fight_losses_peak,precomp
precomp_title_fight_losses_valley,precomp
precomp_title_fight_losses_vs_peak,precomp
precomp_title_fight_losses_vs_valley,precomp
precomp_win_streak_peak,precomp
precomp_win_streak_valley,precomp
precomp_win_streak_vs_peak,precomp
precomp_win_streak_vs_valley,precomp
precomp_lose_streak_peak,precomp
precomp_lose_streak_valley,precomp
precomp_lose_streak_vs_peak,precomp
precomp_lose_streak_vs_valley,precomp
precomp_win_loss_ratio_peak,precomp
precomp_win_loss_ratio_valley,precomp
precomp_win_loss_ratio_vs_peak,precomp
precomp_win_loss_ratio_vs_valley,precomp
precomp_KO_losses_peak,precomp
precomp_KO_losses_valley,precomp
precomp_KO_losses_vs_peak,precomp
precomp_KO_losses_vs_valley,precomp
precomp_sub_absorbed_peak,precomp
precomp_sub_absorbed_valley,precomp
precomp_sub_absorbed_vs_peak,precomp
precomp_sub_absorbed_vs_valley,precomp
precomp_takedowns_absorbed_peak,precomp
precomp_takedowns_absorbed_valley,precomp
precomp_takedowns_absorbed_vs_peak,precomp
precomp_takedowns_absorbed_vs_valley,precomp
precomp_sig_strikes_absorbed_peak,precomp
precomp_sig_strikes_absorbed_valley,precomp
precomp_sig_strikes_absorbed_vs_peak,precomp
precomp_sig_strikes_absorbed_vs_valley,precomp
precomp_total_strikes_absorbed_peak,precomp
precomp_total_strikes_absorbed_valley,precomp
precomp_total_strikes_absorbed_vs_peak,precomp
precomp_total_strikes_absorbed_vs_valley,precomp
precomp_head_strikes_absorbed_peak,precomp
precomp_head_strikes_absorbed_valley,precomp
precomp_head_strikes_absorbed_vs_peak,precomp
precomp_head_strikes_absorbed_vs_valley,precomp
precomp_body_strikes_absorbed_peak,precomp
precomp_body_strikes_absorbed_valley,precomp
precomp_body_strikes_absorbed_vs_peak,precomp
precomp_body_strikes_absorbed_vs_valley,precomp
precomp_leg_strikes_absorbed_peak,precomp
precomp_leg_strikes_absorbed_valley,precomp
precomp_leg_strikes_absorbed_vs_peak,precomp
precomp_leg_strikes_absorbed_vs_valley,precomp
precomp_distance_strikes_absorbed_peak,precomp
precomp_distance_strikes_absorbed_valley,precomp
precomp_distance_strikes_absorbed_vs_peak,precomp
precomp_distance_strikes_absorbed_vs_valley,precomp
precomp_clinch_strikes_absorbed_peak,precomp
precomp_clinch_strikes_absorbed_valley,precomp
